Enode,Name,Busbar,Substation,Area,ReportNode
N110502,ROSENBERG 1 1,,ROSENBERG 1,,1
N110503,ROSENBERG 1 2,,ROSENBERG 1,,1
N110504,FULSHEAR 2 1,,FULSHEAR 2,,1
N110505,TOMBALL 7 1,,TOMBALL 7,,1
N110506,TOMBALL 8 1,,TOMBALL 8,,1
N110507,TOMBALL 9 1,,TOMBALL 9,,1
N110508,TOMBALL 9 2,,TOMBALL 9,,1
N110509,TOMBALL 10 1,,TOMBALL 10,,1
N110510,TOMBALL 11 1,,TOMBALL 11,,1
N110511,TOMBALL 12 1,,TOMBALL 12,,1
N110512,TOMBALL 13 1,,TOMBALL 13,,1
N110513,SPRING 1 1,,SPRING 1,,1
N110514,SPRING 1 2,,SPRING 1,,1
N110515,SPRING 2 1,,SPRING 2,,1
N110516,SPRING 3 1,,SPRING 3,,1
N110517,TOMBALL 14 1,,TOMBALL 14,,1
N110518,SPRING 4 1,,SPRING 4,,1
N110519,SPRING 4 2,,SPRING 4,,1
N110520,SPRING 5 1,,SPRING 5,,1
N110521,TOMBALL 15 1,,TOMBALL 15,,1
N110522,TOMBALL 16 1,,TOMBALL 16,,1
N110523,TOMBALL 17 1,,TOMBALL 17,,1
N110524,TOMBALL 18 1,,TOMBALL 18,,1
N110525,TOMBALL 18 2,,TOMBALL 18,,1
N110526,TOMBALL 19 1,,TOMBALL 19,,1
N110527,TOMBALL 19 2,,TOMBALL 19,,1
N110528,TOMBALL 20 1,,TOMBALL 20,,1
N110529,TOMBALL 20 2,,TOMBALL 20,,1
N110530,TOMBALL 21 1,,TOMBALL 21,,1
N110531,LA PORTE 1 1,,LA PORTE 1,,1
N110532,DEER PARK 1 1,,DEER PARK 1,,1
N110533,DEER PARK 2 1,,DEER PARK 2,,1
N110534,LA PORTE 2 1,,LA PORTE 2,,1
N110535,LA PORTE 2 2,,LA PORTE 2,,1
N110536,DEER PARK 3 1,,DEER PARK 3,,1
N110537,DEER PARK 4 1,,DEER PARK 4,,1
N110538,LA PORTE 3 1,,LA PORTE 3,,1
N110539,LA PORTE 4 1,,LA PORTE 4,,1
N110540,SEABROOK 4 1,,SEABROOK 4,,1
N110541,DEER PARK 5 1,,DEER PARK 5,,1
N110542,DEER PARK 5 2,,DEER PARK 5,,1
N110543,DEER PARK 6 1,,DEER PARK 6,,1
N110544,WEBSTER 8 1,,WEBSTER 8,,1
N110545,LA PORTE 5 1,,LA PORTE 5,,1
N110546,SEABROOK 5 1,,SEABROOK 5,,1
N110547,SEABROOK 6 1,,SEABROOK 6,,1
N110548,LA PORTE 6 1,,LA PORTE 6,,1
N110549,LA PORTE 7 1,,LA PORTE 7,,1
N110550,DEER PARK 7 1,,DEER PARK 7,,1
N110551,DEER PARK 8 1,,DEER PARK 8,,1
N110552,BAYTOWN 9 1,,BAYTOWN 9,,1
N110553,WEBSTER 9 1,,WEBSTER 9,,1
N110554,WEBSTER 9 2,,WEBSTER 9,,1
N110555,CHANNELVIEW 12 1,,CHANNELVIEW 12,,1
N110556,LA PORTE 8 1,,LA PORTE 8,,1
N110557,DEER PARK 9 1,,DEER PARK 9,,1
N110558,DEER PARK 10 1,,DEER PARK 10,,1
N110559,SEABROOK 7 1,,SEABROOK 7,,1
N110560,DEER PARK 11 1,,DEER PARK 11,,1
N110561,WEST COLUMBIA 1 1,,WEST COLUMBIA 1,,1
N110562,WEST COLUMBIA 1 2,,WEST COLUMBIA 1,,1
N110563,WEST COLUMBIA 1 3,,WEST COLUMBIA 1,,1
N110564,WEST COLUMBIA 1 4,,WEST COLUMBIA 1,,1
N110565,BRAZORIA 3 1,,BRAZORIA 3,,1
N110566,BRAZORIA 4 1,,BRAZORIA 4,,1
N110567,BRAZORIA 4 2,,BRAZORIA 4,,1
N110568,CEDAR LANE 3 1,,CEDAR LANE 3,,1
N110569,CEDAR LANE 3 2,,CEDAR LANE 3,,1
N110570,WEST COLUMBIA 2 1,,WEST COLUMBIA 2,,1
N110571,SWEENY 2 1,,SWEENY 2,,1
N110572,SWEENY 3 1,,SWEENY 3,,1
N110573,SWEENY 4 1,,SWEENY 4,,1
N110574,KATY 73 1,,KATY 73,,1
N110575,KATY 74 1,,KATY 74,,1
N110576,KATY 74 2,,KATY 74,,1
N110577,KATY 75 1,,KATY 75,,1
N110578,KATY 76 1,,KATY 76,,1
N110579,KATY 77 1,,KATY 77,,1
N110580,KATY 77 2,,KATY 77,,1
N110581,KATY 78 1,,KATY 78,,1
N110582,KATY 78 2,,KATY 78,,1
N110583,KATY 79 1,,KATY 79,,1
N110584,KATY 80 1,,KATY 80,,1
N110585,KATY 81 1,,KATY 81,,1
N110586,KATY 81 2,,KATY 81,,1
N110587,KATY 81 3,,KATY 81,,1
N110588,KATY 82 1,,KATY 82,,1
N110589,KATY 82 2,,KATY 82,,1
N110590,HOCKLEY 3 1,,HOCKLEY 3,,1
N110591,CYPRESS 32 1,,CYPRESS 32,,1
N110592,CYPRESS 32 2,,CYPRESS 32,,1
N110593,CYPRESS 33 1,,CYPRESS 33,,1
N110594,CYPRESS 34 1,,CYPRESS 34,,1
N110595,HOCKLEY 4 1,,HOCKLEY 4,,1
N110596,WALLER 3 1,,WALLER 3,,1
N110597,CYPRESS 35 1,,CYPRESS 35,,1
N110598,CYPRESS 35 2,,CYPRESS 35,,1
N110599,CYPRESS 36 1,,CYPRESS 36,,1
N110600,CYPRESS 37 1,,CYPRESS 37,,1
N110601,HOCKLEY 5 1,,HOCKLEY 5,,1
N110602,CYPRESS 38 1,,CYPRESS 38,,1
N110603,SUGAR LAND 1 1,,SUGAR LAND 1,,1
N110604,SUGAR LAND 2 1,,SUGAR LAND 2,,1
N110605,SUGAR LAND 3 1,,SUGAR LAND 3,,1
N110606,STAFFORD 1 1,,STAFFORD 1,,1
N110607,STAFFORD 1 2,,STAFFORD 1,,1
N110608,SUGAR LAND 4 1,,SUGAR LAND 4,,1
N110609,SUGAR LAND 5 1,,SUGAR LAND 5,,1
N110610,STAFFORD 2 1,,STAFFORD 2,,1
N110611,SUGAR LAND 6 1,,SUGAR LAND 6,,1
N110612,SUGAR LAND 7 1,,SUGAR LAND 7,,1
N110613,SUGAR LAND 8 1,,SUGAR LAND 8,,1
N110614,SUGAR LAND 9 1,,SUGAR LAND 9,,1
N110615,SUGAR LAND 10 1,,SUGAR LAND 10,,1
N110616,SUGAR LAND 11 1,,SUGAR LAND 11,,1
N110617,SUGAR LAND 12 1,,SUGAR LAND 12,,1
N110618,SUGAR LAND 13 1,,SUGAR LAND 13,,1
N110619,THOMPSONS 1 1,,THOMPSONS 1,,1
N110620,SUGAR LAND 14 1,,SUGAR LAND 14,,1
N110621,SUGAR LAND 15 1,,SUGAR LAND 15,,1
N110622,SUGAR LAND 16 1,,SUGAR LAND 16,,1
N110623,SUGAR LAND 17 1,,SUGAR LAND 17,,1
N110624,SUGAR LAND 18 1,,SUGAR LAND 18,,1
N110625,SUGAR LAND 19 1,,SUGAR LAND 19,,1
N110626,SUGAR LAND 20 1,,SUGAR LAND 20,,1
N110627,SUGAR LAND 21 1,,SUGAR LAND 21,,1
N110628,SUGAR LAND 22 1,,SUGAR LAND 22,,1
N110629,SUGAR LAND 23 1,,SUGAR LAND 23,,1
N110630,SUGAR LAND 24 1,,SUGAR LAND 24,,1
N110631,SUGAR LAND 25 1,,SUGAR LAND 25,,1
N110632,SUGAR LAND 26 1,,SUGAR LAND 26,,1
N110633,SUGAR LAND 27 1,,SUGAR LAND 27,,1
N110634,SUGAR LAND 28 1,,SUGAR LAND 28,,1
N110635,SUGAR LAND 29 1,,SUGAR LAND 29,,1
N110636,SUGAR LAND 29 2,,SUGAR LAND 29,,1
N110637,SUGAR LAND 30 1,,SUGAR LAND 30,,1
N110638,SUGAR LAND 31 1,,SUGAR LAND 31,,1
N110639,SUGAR LAND 32 1,,SUGAR LAND 32,,1
N110640,SUGAR LAND 33 1,,SUGAR LAND 33,,1
N110641,SUGAR LAND 34 1,,SUGAR LAND 34,,1
N110642,SUGAR LAND 35 1,,SUGAR LAND 35,,1
N110643,SUGAR LAND 36 1,,SUGAR LAND 36,,1
N110644,SUGAR LAND 37 1,,SUGAR LAND 37,,1
N110645,SUGAR LAND 38 1,,SUGAR LAND 38,,1
N110646,SUGAR LAND 39 1,,SUGAR LAND 39,,1
N110647,STAFFORD 3 1,,STAFFORD 3,,1
N110648,SUGAR LAND 40 1,,SUGAR LAND 40,,1
N110649,SUGAR LAND 41 1,,SUGAR LAND 41,,1
N110650,SUGAR LAND 42 1,,SUGAR LAND 42,,1
N110651,SUGAR LAND 43 1,,SUGAR LAND 43,,1
N110652,STAFFORD 4 1,,STAFFORD 4,,1
N110653,STAFFORD 5 1,,STAFFORD 5,,1
N110654,STAFFORD 6 1,,STAFFORD 6,,1
N110655,SUGAR LAND 44 1,,SUGAR LAND 44,,1
N110656,SUGAR LAND 44 2,,SUGAR LAND 44,,1
N110657,MISSOURI CITY 1 1,,MISSOURI CITY 1,,1
N110658,MISSOURI CITY 2 1,,MISSOURI CITY 2,,1
N110659,MISSOURI CITY 3 1,,MISSOURI CITY 3,,1
N110660,MISSOURI CITY 4 1,,MISSOURI CITY 4,,1
N110661,SUGAR LAND 45 1,,SUGAR LAND 45,,1
N110662,STAFFORD 7 1,,STAFFORD 7,,1
N110663,SUGAR LAND 46 1,,SUGAR LAND 46,,1
N110664,SUGAR LAND 47 1,,SUGAR LAND 47,,1
N110665,THOMPSONS 2 1,,THOMPSONS 2,,1
N110666,THOMPSONS 3 1,,THOMPSONS 3,,1
N110667,SUGAR LAND 48 1,,SUGAR LAND 48,,1
N110668,SUGAR LAND 49 1,,SUGAR LAND 49,,1
N110669,SUGAR LAND 50 1,,SUGAR LAND 50,,1
N110670,SUGAR LAND 51 1,,SUGAR LAND 51,,1
N110671,SUGAR LAND 52 1,,SUGAR LAND 52,,1
N110672,SUGAR LAND 53 1,,SUGAR LAND 53,,1
N110673,SUGAR LAND 54 1,,SUGAR LAND 54,,1
N110674,SUGAR LAND 55 1,,SUGAR LAND 55,,1
N110675,SUGAR LAND 56 1,,SUGAR LAND 56,,1
N110676,SUGAR LAND 57 1,,SUGAR LAND 57,,1
N110677,STAFFORD 8 1,,STAFFORD 8,,1
N110678,STAFFORD 9 1,,STAFFORD 9,,1
N110679,MISSOURI CITY 5 1,,MISSOURI CITY 5,,1
N110680,MISSOURI CITY 6 1,,MISSOURI CITY 6,,1
N110681,SUGAR LAND 58 1,,SUGAR LAND 58,,1
N110682,STAFFORD 10 1,,STAFFORD 10,,1
N110683,SUGAR LAND 59 1,,SUGAR LAND 59,,1
N110684,SUGAR LAND 60 1,,SUGAR LAND 60,,1
N110685,SUGAR LAND 61 1,,SUGAR LAND 61,,1
N110686,SUGAR LAND 62 1,,SUGAR LAND 62,,1
N110687,SUGAR LAND 63 1,,SUGAR LAND 63,,1
N110688,SUGAR LAND 64 1,,SUGAR LAND 64,,1
N110689,STAFFORD 11 1,,STAFFORD 11,,1
N110690,HOUSTON 5 1,,HOUSTON 5,,1
N110691,HOUSTON 6 1,,HOUSTON 6,,1
N110692,HOUSTON 7 1,,HOUSTON 7,,1
N110693,HOUSTON 8 1,,HOUSTON 8,,1
N110694,HOUSTON 9 1,,HOUSTON 9,,1
N110695,HOUSTON 10 1,,HOUSTON 10,,1
N110696,HOUSTON 10 2,,HOUSTON 10,,1
N110697,HOUSTON 11 1,,HOUSTON 11,,1
N110698,HOUSTON 11 2,,HOUSTON 11,,1
N110699,HOUSTON 11 3,,HOUSTON 11,,1
N110700,HOUSTON 11 4,,HOUSTON 11,,1
N110701,HOUSTON 12 1,,HOUSTON 12,,1
N110702,HOUSTON 12 2,,HOUSTON 12,,1
N110703,HOUSTON 13 1,,HOUSTON 13,,1
N110704,HOUSTON 13 2,,HOUSTON 13,,1
N110705,HOUSTON 14 1,,HOUSTON 14,,1
N110706,HOUSTON 15 1,,HOUSTON 15,,1
N110707,HOUSTON 16 1,,HOUSTON 16,,1
N110708,HOUSTON 17 1,,HOUSTON 17,,1
N110709,HOUSTON 18 1,,HOUSTON 18,,1
N110710,HOUSTON 19 1,,HOUSTON 19,,1
N110711,HOUSTON 19 2,,HOUSTON 19,,1
N110712,HOUSTON 20 1,,HOUSTON 20,,1
N110713,HOUSTON 20 2,,HOUSTON 20,,1
N110714,HOUSTON 21 1,,HOUSTON 21,,1
N110715,ANGLETON 1 1,,ANGLETON 1,,1
N110716,DANBURY 1 1,,DANBURY 1,,1
N110717,ANGLETON 2 1,,ANGLETON 2,,1
N110718,ANGLETON 3 1,,ANGLETON 3,,1
N110719,ROSHARON 1 1,,ROSHARON 1,,1
N110720,ROSHARON 1 2,,ROSHARON 1,,1
N110721,DANBURY 2 1,,DANBURY 2,,1
N110722,ANGLETON 4 1,,ANGLETON 4,,1
N110723,ANGLETON 5 1,,ANGLETON 5,,1
N110724,DANBURY 3 1,,DANBURY 3,,1
N110725,ANGLETON 6 1,,ANGLETON 6,,1
N110726,ANGLETON 6 2,,ANGLETON 6,,1
N110727,ANGLETON 6 3,,ANGLETON 6,,1
N110728,ANGLETON 6 4,,ANGLETON 6,,1
N110729,GUY 1 1,,GUY 1,,1
N110730,GUY 1 2,,GUY 1,,1
N110731,THOMPSONS 4 1,,THOMPSONS 4,,1
N110732,NEEDVILLE 1 1,,NEEDVILLE 1,,1
N110733,ROSENBERG 2 1,,ROSENBERG 2,,1
N110734,NEEDVILLE 2 1,,NEEDVILLE 2,,1
N110735,NEEDVILLE 3 1,,NEEDVILLE 3,,1
N110736,NEEDVILLE 3 2,,NEEDVILLE 3,,1
N110737,GUY 2 1,,GUY 2,,1
N110738,GUY 2 2,,GUY 2,,1
N110739,GUY 3 1,,GUY 3,,1
N110740,NEEDVILLE 4 1,,NEEDVILLE 4,,1
N110741,NEEDVILLE 5 1,,NEEDVILLE 5,,1
N110742,HUMBLE 9 1,,HUMBLE 9,,1
N110743,HUMBLE 9 2,,HUMBLE 9,,1
N110744,HUMBLE 9 3,,HUMBLE 9,,1
N110745,KINGWOOD 1 1,,KINGWOOD 1,,1
N110746,KINGWOOD 1 2,,KINGWOOD 1,,1
N110747,KINGWOOD 1 3,,KINGWOOD 1,,1
N110748,KINGWOOD 1 4,,KINGWOOD 1,,1
N110749,KINGWOOD 2 1,,KINGWOOD 2,,1
N110750,HUFFMAN 2 1,,HUFFMAN 2,,1
N110751,HUFFMAN 2 2,,HUFFMAN 2,,1
N110752,HUFFMAN 3 1,,HUFFMAN 3,,1
N110753,KINGWOOD 3 1,,KINGWOOD 3,,1
N110754,KINGWOOD 3 2,,KINGWOOD 3,,1
N110755,KINGWOOD 4 1,,KINGWOOD 4,,1
N110756,KINGWOOD 5 1,,KINGWOOD 5,,1
N110757,KINGWOOD 6 1,,KINGWOOD 6,,1
N110758,KINGWOOD 6 2,,KINGWOOD 6,,1
N110759,KINGWOOD 7 1,,KINGWOOD 7,,1
N110760,HUMBLE 10 1,,HUMBLE 10,,1
N110761,HUFFMAN 4 1,,HUFFMAN 4,,1
N110762,KINGWOOD 8 1,,KINGWOOD 8,,1
N110763,KINGWOOD 8 2,,KINGWOOD 8,,1
N110764,KINGWOOD 9 1,,KINGWOOD 9,,1
N110765,HUFFMAN 5 1,,HUFFMAN 5,,1
N110766,ANAHUAC 1 1,,ANAHUAC 1,,1
N110767,PORT BOLIVAR 1 1,,PORT BOLIVAR 1,,1
N110768,PORT BOLIVAR 1 2,,PORT BOLIVAR 1,,1
N110769,HOUSTON 22 1,,HOUSTON 22,,1
N110770,HOUSTON 23 1,,HOUSTON 23,,1
N110771,HOUSTON 24 1,,HOUSTON 24,,1
N110772,HOUSTON 25 1,,HOUSTON 25,,1
N110773,HOUSTON 25 2,,HOUSTON 25,,1
N110774,HOUSTON 25 3,,HOUSTON 25,,1
N110775,HOUSTON 25 4,,HOUSTON 25,,1
N110776,HOUSTON 26 1,,HOUSTON 26,,1
N110777,HOUSTON 27 1,,HOUSTON 27,,1
N110778,HOUSTON 28 1,,HOUSTON 28,,1
N110779,GALENA PARK 8 1,,GALENA PARK 8,,1
N110780,GALENA PARK 9 1,,GALENA PARK 9,,1
N110781,SOUTH HOUSTON 2 1,,SOUTH HOUSTON 2,,1
N110782,SOUTH HOUSTON 2 2,,SOUTH HOUSTON 2,,1
N110783,SOUTH HOUSTON 3 1,,SOUTH HOUSTON 3,,1
N110784,HOUSTON 29 1,,HOUSTON 29,,1
N110785,HOUSTON 30 1,,HOUSTON 30,,1
N110786,GALENA PARK 10 1,,GALENA PARK 10,,1
N110787,GALENA PARK 11 1,,GALENA PARK 11,,1
N110788,HOUSTON 31 1,,HOUSTON 31,,1
N110789,HOUSTON 31 2,,HOUSTON 31,,1
N110790,HOUSTON 32 1,,HOUSTON 32,,1
N110791,HOUSTON 32 2,,HOUSTON 32,,1
N110792,HOUSTON 33 1,,HOUSTON 33,,1
N110793,HOUSTON 34 1,,HOUSTON 34,,1
N110794,HOUSTON 34 2,,HOUSTON 34,,1
N110795,HOUSTON 35 1,,HOUSTON 35,,1
N110796,GALENA PARK 12 1,,GALENA PARK 12,,1
N110797,GALENA PARK 12 2,,GALENA PARK 12,,1
N110798,HOUSTON 36 1,,HOUSTON 36,,1
N110799,GALENA PARK 13 1,,GALENA PARK 13,,1
N110800,GALENA PARK 13 2,,GALENA PARK 13,,1
N110801,HOUSTON 37 1,,HOUSTON 37,,1
N110802,HOUSTON 37 2,,HOUSTON 37,,1
N110803,HOUSTON 38 1,,HOUSTON 38,,1
N110804,HOUSTON 38 2,,HOUSTON 38,,1
N110805,RICHMOND 1 1,,RICHMOND 1,,1
N110806,RICHMOND 2 1,,RICHMOND 2,,1
N110807,RICHMOND 3 1,,RICHMOND 3,,1
N110808,RICHMOND 3 2,,RICHMOND 3,,1
N110809,RICHMOND 4 1,,RICHMOND 4,,1
N110810,RICHMOND 5 1,,RICHMOND 5,,1
N110811,RICHMOND 6 1,,RICHMOND 6,,1
N110812,KATY 83 1,,KATY 83,,1
N110813,RICHMOND 7 1,,RICHMOND 7,,1
N110814,FULSHEAR 3 1,,FULSHEAR 3,,1
N110815,RICHMOND 8 1,,RICHMOND 8,,1
N110816,RICHMOND 9 1,,RICHMOND 9,,1
N110817,RICHMOND 10 1,,RICHMOND 10,,1
N110818,RICHMOND 11 1,,RICHMOND 11,,1
N110819,RICHMOND 11 2,,RICHMOND 11,,1
N110820,RICHMOND 12 1,,RICHMOND 12,,1
N110821,RICHMOND 13 1,,RICHMOND 13,,1
N110822,RICHMOND 14 1,,RICHMOND 14,,1
N110823,HOUSTON 39 1,,HOUSTON 39,,1
N110824,SPRING 6 1,,SPRING 6,,1
N110825,SPRING 6 2,,SPRING 6,,1
N110826,SPRING 6 3,,SPRING 6,,1
N110827,SPRING 6 4,,SPRING 6,,1
N110828,SPRING 7 1,,SPRING 7,,1
N110829,SPRING 7 2,,SPRING 7,,1
N110830,CYPRESS 39 1,,CYPRESS 39,,1
N110831,CYPRESS 39 2,,CYPRESS 39,,1
N110832,HOUSTON 40 1,,HOUSTON 40,,1
N110833,BELLAIRE 20 1,,BELLAIRE 20,,1
N110834,HOUSTON 41 1,,HOUSTON 41,,1
N110835,HOUSTON 42 1,,HOUSTON 42,,1
N110836,SPRING 8 1,,SPRING 8,,1
N110837,SPRING 9 1,,SPRING 9,,1
N110838,CYPRESS 40 1,,CYPRESS 40,,1
N110839,SPRING 10 1,,SPRING 10,,1
N110840,TOMBALL 22 1,,TOMBALL 22,,1
N110841,TOMBALL 22 2,,TOMBALL 22,,1
N110842,CYPRESS 41 1,,CYPRESS 41,,1
N110843,SPRING 11 1,,SPRING 11,,1
N110844,SPRING 12 1,,SPRING 12,,1
N110845,SPRING 13 1,,SPRING 13,,1
N110846,HOUSTON 43 1,,HOUSTON 43,,1
N110847,SPRING 14 1,,SPRING 14,,1
N110848,HOUSTON 44 1,,HOUSTON 44,,1
N110849,HOUSTON 45 1,,HOUSTON 45,,1
N110850,SPRING 15 1,,SPRING 15,,1
N110851,SPRING 16 1,,SPRING 16,,1
N110852,HOUSTON 46 1,,HOUSTON 46,,1
N110853,HOUSTON 46 2,,HOUSTON 46,,1
N110854,HOUSTON 47 1,,HOUSTON 47,,1
N110855,HOUSTON 47 2,,HOUSTON 47,,1
N110856,CYPRESS 42 1,,CYPRESS 42,,1
N110857,CYPRESS 42 2,,CYPRESS 42,,1
N110858,WILLIS 2 1,,WILLIS 2,,1
N110859,WILLIS 2 2,,WILLIS 2,,1
N110860,MONTGOMERY 1 1,,MONTGOMERY 1,,1
N110861,MONTGOMERY 1 2,,MONTGOMERY 1,,1
N110862,MONTGOMERY 2 1,,MONTGOMERY 2,,1
N110863,MONTGOMERY 3 1,,MONTGOMERY 3,,1
N110864,MONTGOMERY 4 1,,MONTGOMERY 4,,1
N110865,HIGHLANDS 3 1,,HIGHLANDS 3,,1
N110866,CROSBY 1 1,,CROSBY 1,,1
N110867,CROSBY 1 2,,CROSBY 1,,1
N110868,HIGHLANDS 4 1,,HIGHLANDS 4,,1
N110869,HIGHLANDS 4 2,,HIGHLANDS 4,,1
N110870,CROSBY 2 1,,CROSBY 2,,1
N110871,CROSBY 3 1,,CROSBY 3,,1
N110872,CROSBY 4 1,,CROSBY 4,,1
N110873,CROSBY 5 1,,CROSBY 5,,1
N110874,CROSBY 5 2,,CROSBY 5,,1
N110875,FRESNO 1 1,,FRESNO 1,,1
N110876,PEARLAND 9 1,,PEARLAND 9,,1
N110877,PEARLAND 10 1,,PEARLAND 10,,1
N110878,PEARLAND 10 2,,PEARLAND 10,,1
N110879,PEARLAND 11 1,,PEARLAND 11,,1
N110880,PEARLAND 11 2,,PEARLAND 11,,1
N110881,MANVEL 3 1,,MANVEL 3,,1
N110882,MANVEL 3 2,,MANVEL 3,,1
N110883,FRESNO 2 1,,FRESNO 2,,1
N110884,FRESNO 2 2,,FRESNO 2,,1
N110885,FRESNO 2 3,,FRESNO 2,,1
N110886,MANVEL 4 1,,MANVEL 4,,1
N110887,FRESNO 3 1,,FRESNO 3,,1
N110888,FRESNO 3 2,,FRESNO 3,,1
N110889,PEARLAND 12 1,,PEARLAND 12,,1
N110890,PEARLAND 12 2,,PEARLAND 12,,1
N110891,PEARLAND 12 3,,PEARLAND 12,,1
N110892,PEARLAND 12 4,,PEARLAND 12,,1
N110893,GALVESTON 1 1,,GALVESTON 1,,1
N110894,TEXAS CITY 1 1,,TEXAS CITY 1,,1
N110895,GALVESTON 2 1,,GALVESTON 2,,1
N110896,GALVESTON 3 1,,GALVESTON 3,,1
N110897,GALVESTON 4 1,,GALVESTON 4,,1
N110898,GALVESTON 4 2,,GALVESTON 4,,1
N110899,GALVESTON 5 1,,GALVESTON 5,,1
N110900,GALVESTON 5 2,,GALVESTON 5,,1
N110901,GALVESTON 5 3,,GALVESTON 5,,1
N110902,GALVESTON 5 4,,GALVESTON 5,,1
N110903,GALVESTON 6 1,,GALVESTON 6,,1
N110904,BELLAIRE 21 1,,BELLAIRE 21,,1
N110905,BELLAIRE 21 2,,BELLAIRE 21,,1
N110906,STAFFORD 12 1,,STAFFORD 12,,1
N110907,BELLAIRE 22 1,,BELLAIRE 22,,1
N110908,STAFFORD 13 1,,STAFFORD 13,,1
N110909,STAFFORD 14 1,,STAFFORD 14,,1
N110910,BELLAIRE 23 1,,BELLAIRE 23,,1
N110911,BELLAIRE 24 1,,BELLAIRE 24,,1
N110912,BELLAIRE 25 1,,BELLAIRE 25,,1
N110913,FRESNO 4 1,,FRESNO 4,,1
N110914,STAFFORD 15 1,,STAFFORD 15,,1
N110915,STAFFORD 15 2,,STAFFORD 15,,1
N110916,MISSOURI CITY 7 1,,MISSOURI CITY 7,,1
N110917,MISSOURI CITY 7 2,,MISSOURI CITY 7,,1
N110918,STAFFORD 16 1,,STAFFORD 16,,1
N110919,STAFFORD 17 1,,STAFFORD 17,,1
N110920,STAFFORD 17 2,,STAFFORD 17,,1
N110921,FRESNO 5 1,,FRESNO 5,,1
N110922,FRESNO 5 2,,FRESNO 5,,1
N110923,FRESNO 6 1,,FRESNO 6,,1
N110924,WILLIS 3 1,,WILLIS 3,,1
N110925,WILLIS 4 1,,WILLIS 4,,1
N110926,WILLIS 5 1,,WILLIS 5,,1
N110927,WILLIS 5 2,,WILLIS 5,,1
N110928,WILLIS 6 1,,WILLIS 6,,1
N110929,WILLIS 6 2,,WILLIS 6,,1
N110930,WILLIS 6 3,,WILLIS 6,,1
N110931,NEW WAVERLY 2 1,,NEW WAVERLY 2,,1
N110932,WILLIS 7 1,,WILLIS 7,,1
N110933,NEW WAVERLY 3 1,,NEW WAVERLY 3,,1
N110934,NEW WAVERLY 4 1,,NEW WAVERLY 4,,1
N110935,WILLIS 8 1,,WILLIS 8,,1
N110936,ROSENBERG 3 1,,ROSENBERG 3,,1
N110937,SUGAR LAND 65 1,,SUGAR LAND 65,,1
N110938,SUGAR LAND 65 2,,SUGAR LAND 65,,1
N110939,SUGAR LAND 65 3,,SUGAR LAND 65,,1
N110940,SUGAR LAND 65 4,,SUGAR LAND 65,,1
N110941,RICHMOND 15 1,,RICHMOND 15,,1
N110942,RICHMOND 15 2,,RICHMOND 15,,1
N110943,ROSENBERG 4 1,,ROSENBERG 4,,1
N110944,ROSENBERG 4 2,,ROSENBERG 4,,1
N110945,ROSENBERG 4 3,,ROSENBERG 4,,1
N110946,RICHMOND 16 1,,RICHMOND 16,,1
N110947,ROSENBERG 5 1,,ROSENBERG 5,,1
N110948,ROSENBERG 5 2,,ROSENBERG 5,,1
N110949,SUGAR LAND 66 1,,SUGAR LAND 66,,1
N110950,ROSENBERG 6 1,,ROSENBERG 6,,1
N110951,RICHMOND 17 1,,RICHMOND 17,,1
N110952,RICHMOND 17 2,,RICHMOND 17,,1
N110953,MAGNOLIA 7 1,,MAGNOLIA 7,,1
N110954,MAGNOLIA 7 2,,MAGNOLIA 7,,1
N110955,MAGNOLIA 7 3,,MAGNOLIA 7,,1
N110956,MAGNOLIA 7 4,,MAGNOLIA 7,,1
N110957,PINEHURST 1 1,,PINEHURST 1,,1
N110958,PINEHURST 2 1,,PINEHURST 2,,1
N110959,PINEHURST 2 2,,PINEHURST 2,,1
N110960,PINEHURST 2 3,,PINEHURST 2,,1
N110961,TOMBALL 23 1,,TOMBALL 23,,1
N110962,TOMBALL 23 2,,TOMBALL 23,,1
N110963,TOMBALL 23 3,,TOMBALL 23,,1
N110964,TOMBALL 23 4,,TOMBALL 23,,1
N110965,PINEHURST 3 1,,PINEHURST 3,,1
N110966,HOCKLEY 6 1,,HOCKLEY 6,,1
N110967,HOCKLEY 6 2,,HOCKLEY 6,,1
N110968,HOCKLEY 6 3,,HOCKLEY 6,,1
N110969,HOCKLEY 6 4,,HOCKLEY 6,,1
N110970,PINEHURST 4 1,,PINEHURST 4,,1
N110971,PINEHURST 4 2,,PINEHURST 4,,1
N110972,SPRING 17 1,,SPRING 17,,1
N110973,SPRING 17 2,,SPRING 17,,1
N110974,SPRING 17 3,,SPRING 17,,1
N110975,CONROE 13 1,,CONROE 13,,1
N110976,CONROE 13 2,,CONROE 13,,1
N110977,CONROE 13 3,,CONROE 13,,1
N110978,CONROE 13 4,,CONROE 13,,1
N110979,SPRING 18 1,,SPRING 18,,1
N110980,SPRING 19 1,,SPRING 19,,1
N110981,PORTER 6 1,,PORTER 6,,1
N110982,SPRING 20 1,,SPRING 20,,1
N110983,SPRING 20 2,,SPRING 20,,1
N110984,SPRING 20 3,,SPRING 20,,1
N110985,SPRING 20 4,,SPRING 20,,1
N110986,PORTER 7 1,,PORTER 7,,1
N110987,SPRING 21 1,,SPRING 21,,1
N110988,SPRING 21 2,,SPRING 21,,1
N110989,SPRING 21 3,,SPRING 21,,1
N110990,SPRING 21 4,,SPRING 21,,1
